,belongs_to_collection,budget,revenue,runtime,title,Animation,Comedy,Family,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,History,Science Fiction,Mystery,War,Foreign,Music,Documentary,Western,TV Movie,english,release_year,release_month
56,0,0,1.0,103.0,Home for the Holidays,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,11.0
57,0,0,0.0,108.0,The Postman,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,9.0
58,0,0,0.0,100.0,The Confessional,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1995,9.0
59,0,45000000,0.0,96.0,The Indian in the Cupboard,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,7.0
60,0,20000000,0.0,101.0,Eye for an Eye,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
61,0,0,1.0,137.0,Mr. Holland's Opus,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1995,12.0
62,0,0,0.0,89.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
63,0,0,0.0,96.0,Two If by Sea,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
64,0,15000000,0.0,88.0,Bio-Dome,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
65,1,0,1.0,92.0,Lawnmower Man 2: Beyond Cyberspace,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1996,1.0
66,0,0,0.0,85.0,Two Bits,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,10.0
67,0,0,0.0,95.0,French Twist,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2.0
68,1,3500000,1.0,91.0,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,4.0
69,1,19000000,1.0,108.0,From Dusk Till Dawn,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1996,1.0
70,0,50000000,1.0,91.0,Fair Game,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,11.0
71,0,0,1.0,96.0,Kicking and Screaming,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,10.0
72,0,0,0.0,175.0,Les Miserables,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1995,3.0
73,0,0,1.0,87.0,Bed of Roses,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
74,0,15000000,1.0,90.0,Big Bully,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
75,1,20000000,1.0,108.0,Screamers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1995,9.0
76,0,0,0.0,70.0,Nico Icon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995,2.0
77,0,0,0.0,111.0,The Crossing Guard,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,11.0
78,0,44000000,0.0,118.0,The Juror,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
79,0,0,0.0,85.0,The White Balloon,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.0
80,0,8000000,1.0,116.0,Things to Do in Denver When You're Dead,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,12.0
81,0,900000,0.0,102.0,Antonia's Line,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,9.0
82,0,0,0.0,115.0,Once Upon a Time... When We Were Colored,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
83,0,0,0.0,108.0,Last Summer in the Hamptons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,11.0
84,0,0,0.0,118.0,Angels and Insects,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
85,0,38000000,1.0,129.0,White Squall,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
86,0,16000000,0.0,88.0,Dunston Checks In,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,1.0
87,0,0,1.0,87.0,Black Sheep,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
88,0,8169363,1.0,90.0,Nick of Time,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1995,11.0
89,0,0,0.0,91.0,The Journey of August King,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
90,0,47000000,1.0,104.0,Mary Reilly,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1996,2.0
91,0,14000000,1.0,100.0,Vampire in Brooklyn,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1995,10.0
92,0,0,0.0,112.0,Beautiful Girls,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
93,0,50000000,1.0,108.0,Broken Arrow,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
94,0,0,0.0,99.0,A Midwinter's Tale,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,12.0
95,0,3000000,0.0,98.0,La Haine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,5.0
96,0,0,0.0,105.0,Shopping,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1994,12.0
97,0,0,0.0,106.0,Heidi Fleiss: Hollywood Madam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995,12.0
98,0,0,0.0,111.0,City Hall,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
99,0,7000000,1.0,91.0,Bottle Rocket,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
100,0,0,0.0,96.0,Mr. Wrong,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
101,0,18000000,0.0,106.0,Unforgettable,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1996,2.0
102,0,12000000,1.0,92.0,Happy Gilmore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
103,0,24000000,1.0,135.0,The Bridges of Madison County,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
104,0,0,0.0,104.0,Nobody Loves Me,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,11.0
105,1,0,1.0,100.0,Muppet Treasure Island,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1996,2.0
106,0,0,0.0,95.0,Catwalk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995,12.0
107,0,0,0.0,110.0,Headless Body in Topless Bar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
108,0,72000000,1.0,177.0,Braveheart,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1995,5.0
109,0,1300000,1.0,114.0,Taxi Driver,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1976,2.0
110,0,7500000,1.0,91.0,Rumble in the Bronx,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1995,1.0
111,0,35000000,0.0,108.0,Before and After,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
112,0,0,0.0,114.0,Margaret's Museum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
113,0,13365000,0.0,106.0,Happiness Is in the Field,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,1.0
114,0,0,1.0,117.0,Anne Frank Remembered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1995,6.0
115,0,0,0.0,99.0,The Young Poisoner's Handbook,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,1.0
116,0,0,0.0,92.0,If Lucy Fell,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3.0
117,0,25000000,1.0,113.0,Steal Big Steal Little,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
118,0,0,0.0,100.0,Race the Sun,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3.0
119,0,0,0.0,90.0,The Boys of St. Vincent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992,12.0
120,0,40000000,1.0,117.0,Boomerang,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992,6.0
121,0,0,0.0,102.0,Chungking Express,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,7.0
122,0,0,0.0,113.0,The Star Maker,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,9.0
123,0,7000000,1.0,92.0,Flirting with Disaster,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3.0
124,1,17000000,0.0,95.0,The Neverending Story III: Escape from Fantasia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,10.0
125,0,0,0.0,116.0,The Silences of the Palace,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,9.0
126,0,0,0.0,87.0,Jupiter's Wife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,1.0
127,0,0,0.0,95.0,Pie in the Sky,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,2.0
128,0,0,0.0,99.0,Angela,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,1.0
129,0,0,0.0,101.0,Frankie Starlight,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995,11.0
130,0,50000000,1.0,95.0,Jade,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1995,10.0
131,0,0,0.0,102.0,Nueba Yol,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,8.0
132,0,0,0.0,87.0,Sonic Outlaws,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1995,8.0
133,0,0,0.0,92.0,Down Periscope,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3.0
134,0,0,0.0,97.0,From the Journals of Jean Seberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1995,9.0
135,0,0,1.0,86.0,Man of the Year,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
136,0,0,0.0,91.0,The Neon Bible,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,8.0
137,0,0,0.0,122.0,Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,8.0
138,0,60000000,0.0,119.0,Up Close & Personal,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3.0
139,0,31000000,1.0,117.0,The Birdcage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,3.0
140,0,0,0.0,125.0,Virgin Mary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,10.0
141,0,0,0.0,98.0,The Brothers McMullen,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,8.0
142,1,19000000,1.0,118.0,Bad Boys,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1995,4.0
143,0,0,0.0,81.0,The Amazing Panda Adventure,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,8.0
144,0,0,0.0,102.0,The Basketball Diaries,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,4.0
145,0,4000000,1.0,113.0,An Awfully Big Adventure,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,7.0
146,0,0,0.0,105.0,Amateur,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1994,8.0
147,0,52000000,1.0,140.0,Apollo 13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,6.0
148,0,28000000,1.0,139.0,Rob Roy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,4.0
149,0,0,0.0,82.0,The Addiction,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1995,1.0
150,1,100000000,1.0,121.0,Batman Forever,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,6.0
151,0,0,0.0,101.0,Belle de Jour,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,5.0
152,0,0,0.0,100.0,Beyond Rangoon,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
153,1,2000000,1.0,83.0,Blue in the Face,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
154,0,11000000,1.0,91.0,Canadian Bacon,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,6.0
155,1,50000000,1.0,100.0,Casper,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
156,0,25000000,1.0,128.0,Clockers,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1995,9.0
157,0,50000000,1.0,109.0,Congo,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1995,6.0
158,0,53000000,1.0,116.0,Crimson Tide,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
159,0,0,1.0,119.0,Crumb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1994,9.0
160,1,7000000,1.0,104.0,Desperado,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1995,8.0
161,0,27000000,1.0,102.0,Devil in a Blue Dress,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1995,9.0
162,1,90000000,1.0,128.0,Die Hard: With a Vengeance,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
163,1,0,0.0,80.0,The Doom Generation,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,10.0
164,0,0,0.0,116.0,Feast of July,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,10.0
165,0,55000000,1.0,134.0,First Knight,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,7.0
166,1,0,0.0,95.0,Free Willy 2 - The Adventure Home,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,7.0
167,0,20000000,1.0,107.0,Hackers,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
168,0,0,0.0,92.0,Jeffrey,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,8.0
169,0,25000000,1.0,97.0,Johnny Mnemonic,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1995,5.0
170,0,90000000,1.0,96.0,Judge Dredd,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1995,6.0
171,0,0,1.0,88.0,Jury Duty,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,4.0
172,0,1500000,1.0,91.0,Kids,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1995,7.0
173,0,500000,1.0,89.0,Living in Oblivion,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,1.0
174,0,0,0.0,119.0,Lord of Illusions,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1995,8.0
175,0,0,0.0,100.0,Love & Human Remains,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,5.0
176,0,0,1.0,95.0,Mad Love,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,5.0
177,0,6000000,1.0,94.0,Mallrats,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,10.0
178,1,15000000,1.0,92.0,Mighty Morphin Power Rangers: The Movie,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1995,6.0
179,0,0,0.0,100.0,Moonlight and Valentino,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
180,0,2,1.0,95.0,Mute Witness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1995,9.0
181,0,0,0.0,93.0,Nadja,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1994,9.0
182,1,22000000,1.0,114.0,The Net,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1995,7.0
183,0,0,1.0,103.0,Nine Months,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,7.0
184,0,150000,1.0,94.0,Party Girl,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,6.0
185,1,8,1.0,98.0,The Prophecy,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1995,9.0
186,0,0,0.0,91.0,Reckless,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,11.0
187,0,0,0.0,119.0,Safe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,6.0
188,0,50000000,1.0,135.0,The Scarlet Letter,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1995,10.0
190,1,45000000,1.0,128.0,Showgirls,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1995,9.0
